incidentid,callnum,received,description,latitude,longitude,county,address,fk_stationid
312657,151102019,"2015-11-13 18:02:28","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
312827,151102115,"2015-11-14 10:28:51","MVA-UNK INJURY",45.5240549114067,-122.840001847209,W,"NW ISLAND CI & NW BLUERIDGE DR",12
312835,151102114,"2015-11-14 10:25:59","MVA-INJURY ACCID",45.5239234243813,-122.83904789801,W,"PAPAS PIZZA PARLOR",12
313122,151102283,"2015-11-15 13:55:57","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"2898 CEDAR HILLS/12700 JENKINS",12
313203,151102335,"2015-11-15 19:38:41","MVA-INJURY ACCID",45.5241796535047,-122.8106533237,W,"NW 129TH AV & NW DALE AV",12
313333,151102394,"2015-11-16 09:13:42","MVA-INJURY ACCID",45.5100255398587,-122.851431653155,W,"MAX ELMONICA STATION",12
313447,151102481,"2015-11-16 17:38:29","MVA-UNK INJURY",45.5219249513371,-122.853204756469,W,"301 170TH/17100 WALKER",12
313723,151102641,"2015-11-17 14:34:42","MVA-INJURY ACCID",45.5308221260736,-122.8258989025,W,"14563 CORNELL/14548 SCIENCE PARK",12
313789,151102664,"2015-11-17 16:36:09","MVA-INJURY ACCID",45.5226285947092,-122.854752322474,W,"401 173RD/17300 WALKER",12
313805,151102672,"2015-11-17 17:22:03","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
314250,151102888,"2015-11-18 20:44:31","MVA-INJURY ACCID",45.5180670424128,-122.78565984007,W,"SW WASHINGTON ST & SW VALERIA VIEW DR",12
315044,151103368,"2015-11-21 17:38:45","MVA-INJURY ACCID",45.5163646136326,-122.80043377959,W,"SUNSET/ 68",12
315562,151103672,"2015-11-23 14:53:58","MVA-INJURY ACCID",45.5283680137195,-122.817944119957,W,"13700 CORNELL/1151 TRAIL",12
315571,151103678,"2015-11-23 15:23:33","MVA-INJURY ACCID",45.5283680137195,-122.817944119957,W,"13700 CORNELL/1151 TRAIL",12
315592,151103684,"2015-11-23 16:02:22","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
315594,151103696,"2015-11-23 16:30:04","MVA-UNK INJURY",45.5091133001801,-122.780729858439,W,"SUNSET/ 217 OFF",12
315613,151103702,"2015-11-23 17:07:41","MVA-INJURY ACCID",45.519884413314,-122.839591877741,W,"15800 SCHENDEL/1 158TH",12
315664,151103735,"2015-11-23 20:59:13","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
315762,151103799,"2015-11-24 10:16:08","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
316006,151103946,"2015-11-25 07:21:24","MVA-INJURY ACCID",45.5062917162523,-122.780226335422,W,"HWY 217/ SUNSET HW S OF",12
316939,151104519,"2015-11-28 13:34:18","MVA-INJURY ACCID",45.5014259532666,-122.805841432276,W,"2600 CEDAR HILLS/12500 WALKER",12
317463,151104888,"2015-11-30 17:14:10","MVA-UNK INJURY",45.5308221260736,-122.8258989025,W,"14548 SCIENCE PARK/14563 CORNELL",12
317906,151200184,"2015-12-02 07:04:24","MVA-INJURY ACCID",45.5175986152455,-122.817262503271,W,"300 MURRAY/13600 LINDA",12
318075,151200297,"2015-12-02 16:42:20","MVA-INJURY ACCID",45.5125383204345,-122.851996217013,W,"17000 BASELINE/1000 170TH",12
318285,151200418,"2015-12-03 11:06:54","MVA-INJURY ACCID",45.5034090684883,-122.826149771772,W,"SW BARDEEN DR & SW MURRAY BV",12
318420,151200501,"2015-12-03 19:34:33","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
318686,151200644,"2015-12-04 17:25:26","MVA-UNK INJURY",45.5188464166047,-122.806384950357,W,"SUNSET/ MURRAY E OF",12
318882,151200759,"2015-12-05 12:09:17","MVA-UNK INJURY",45.5004133328322,-122.813217565311,W,"13220 JENKINS/2800 HOCKEN",12
319177,151200944,"2015-12-06 12:11:51","MVA-INJURY ACCID",45.5163294665352,-122.817745402085,W,"478 MURRAY/13800 RONALD",12
319180,151200942,"2015-12-06 12:05:02","MVA-INJURY ACCID",45.5145927179327,-122.818693129847,W,"700 MURRAY/13800 BUTNER",12
320126,151201381,"2015-12-08 16:30:34","MVA-INJURY ACCID",45.525458031039,-122.8062944238,W,"801 SALTZMAN/12588 CORNELL",12
320130,151201386,"2015-12-08 16:47:23","MVA-INJURY ACCID",45.525458031039,-122.8062944238,W,"801 SALTZMAN/12588 CORNELL",12
320553,151201593,"2015-12-09 15:36:39","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
321745,151202277,"2015-12-13 18:01:25","MVA-UNK INJURY",45.5038797591537,-122.82661778209,W,"2200 MURRAY/14500 JENKINS",12
322256,151202599,"2015-12-15 15:40:55","MVA-INJURY ACCID",45.5139447143041,-122.793978296083,W,"SUNSET/848 CEDAR HILLS",12
322422,151202699,"2015-12-16 07:27:07","MVA-UNK INJURY",45.5306631736728,-122.838193477647,W,"SUNSET/15728 CORNELL",12
322767,151202877,"2015-12-17 09:21:19","MVA-UNK INJURY",45.5174410067526,-122.841680766844,W,"16000 WALKER/16400 OUTRIGGER",12
323215,151203144,"2015-12-18 11:08:36","MVA-INJURY ACCID",45.5057637113913,-122.833703230246,W,"15200 JENKINS/15400 JAY",12
323275,151203183,"2015-12-18 14:17:23","MVA-INJURY ACCID",45.5012702237923,-122.82255832519,W,"2500 ALAN BLUMLEIN/14350 KARL BRAUN",12
323626,151203388,"2015-12-19 16:39:52","MVA-INJURY ACCID",45.5241345699327,-122.806752005527,W,"NW BARNES RD & NW CORNELL RD",12
323690,151203425,"2015-12-19 19:20:29","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
323696,151203427,"2015-12-19 19:25:17","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
323828,151203509,"2015-12-20 11:54:17","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
324371,151203811,"2015-12-21 19:23:07","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"2898 CEDAR HILLS/12700 JENKINS",12
324657,151203969,"2015-12-22 17:10:52","MVA-UNK INJURY",45.5308221260736,-122.8258989025,W,"14563 CORNELL/14548 SCIENCE PARK",12
324811,151204055,"2015-12-23 08:26:07","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
324855,151204080,"2015-12-23 11:27:19","MVA-UNK INJURY",45.4981468138227,-122.813632470331,W,"13250 TERMAN/3198 HOCKEN",12
324953,151204146,"2015-12-23 17:11:43","MVA-INJURY ACCID",45.5163264337087,-122.792185546587,W,"11208 BARNES/400 CEDAR HILLS",12
325849,151204673,"2015-12-27 12:32:40","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
326277,151204952,"2015-12-29 07:50:54","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
326554,151205097,"2015-12-30 06:48:40","MVA-UNK INJURY",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
326574,151205111,"2015-12-30 08:13:51","MVA-UNK INJURY",45.5226285947092,-122.854752322474,W,"401 173RD/17300 WALKER",12
326941,151205336,"2015-12-31 13:15:45","MVA-INJURY ACCID",45.524538010531,-122.839588474938,W,"651 158TH/15800 BLUERIDGE",12
327131,160100023,"2016-01-01 02:01:08","MVA-INJURY ACCID",45.5146261875365,-122.832221450576,W,"698 150TH/15000 WALKER",12
327447,160100200,"2016-01-02 06:17:40","MVA-INJURY ACCID",45.5322592028699,-122.842413062721,W,"SUNSET/1701 BETHANY",12
327461,160100208,"2016-01-02 06:52:43","MVA-UNK INJURY",45.5028497868397,-122.803526871112,W,"2349 CEDAR HILLS/2298 HUNTINGTON",12
327575,160100272,"2016-01-02 15:28:33","MVA-UNK INJURY",45.5141395834062,-122.793837866515,W,"838 CEDAR HILLS/ SUNSET",12
328252,160100603,"2016-01-04 09:36:31","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
328358,160100670,"2016-01-04 15:14:59","MVA-INJURY ACCID",45.515901735763,-122.786372753266,W,"400 VALERIA VIEW/10648 TAYLOR",12
328829,160100949,"2016-01-06 06:10:45","MVA-UNK INJURY",45.5048406147751,-122.845211624481,W,"SW MERLO RD & DEAD END",12
328843,160100959,"2016-01-06 07:29:14","MVA-UNK INJURY",45.5115979013326,-122.849010816199,W,"16398 JENKINS/16800 BASELINE",12
329028,160101054,"2016-01-06 17:57:46","MVA-INJURY ACCID",45.5088386361483,-122.779914954699,W,"SUNSET/ EXIT 69B (BARNES)",12
329277,160101197,"2016-01-07 17:44:54","MVA-INJURY ACCID",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
329383,160101266,"2016-01-08 07:27:01","MVA-UNK INJURY",45.507570899194,-122.840629910597,W,"15798 JENKINS/1698 158TH",12
329397,160101270,"2016-01-08 08:22:01","MVA-INJURY ACCID",45.5175986152455,-122.817262503271,W,"13600 LINDA/300 MURRAY",12
329562,160101361,"2016-01-08 16:37:02","MVA-INJURY ACCID",45.5044156017946,-122.854184487215,W,"BEAVER ACRES ELEMENTARY",12
329924,160101588,"2016-01-10 05:25:11","MVA-INJURY ACCID",45.5163264337087,-122.792185546587,W,"11208 BARNES/400 CEDAR HILLS",12
329967,160101615,"2016-01-10 11:26:06","MVA-UNK INJURY",45.5062917162523,-122.780226335422,W,"SUNSET HW S OF/ HWY 217",12
330149,160101712,"2016-01-11 05:30:21","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
330292,160101805,"2016-01-11 18:08:48","MVA-INJURY ACCID",45.4997648438996,-122.812992167197,W,"LA FITNESS (HOCKEN)",12
330464,160101914,"2016-01-12 11:36:17","MVA-INJURY ACCID",45.5125383204345,-122.851996217013,W,"1000 170TH/17000 BASELINE",12
330577,160101975,"2016-01-12 19:17:17","MVA-INJURY ACCID",45.519884413314,-122.839591877741,W,"1 158TH/15800 SCHENDEL",12
330580,160101974,"2016-01-12 19:16:43","MVA-INJURY ACCID",45.5191620593121,-122.838414605502,W,"TU HILLS PARK AND REC CENTER",12
331380,160102456,"2016-01-15 17:33:11","MVA-UNK INJURY",45.5077092207101,-122.796118498165,W,"1648 CEDAR HILLS/11600 PARK",12
331439,160102489,"2016-01-15 22:48:38","MVA-INJURY ACCID",45.507570899194,-122.840629910597,W,"1698 158TH/15798 JENKINS",12
331648,160102617,"2016-01-16 19:26:59","MVA-UNK INJURY",45.5150213819175,-122.833568534815,W,"SW 150TH AV & SW GREYSTONE CT",12
331694,160102648,"2016-01-16 23:28:44","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"2200 MURRAY/14500 JENKINS",12
332201,160102936,"2016-01-19 07:37:31","MVA-INJURY ACCID",45.5163264337087,-122.792185546587,W,"11208 BARNES/400 CEDAR HILLS",12
332456,160103089,"2016-01-20 07:20:47","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
332465,160103099,"2016-01-20 08:13:24","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
332676,160103228,"2016-01-20 21:50:03","MVA-INJURY ACCID",45.49953905868,-122.808394573965,W,"SW CEDAR HILLS BV & SW EDGEMOOR AV",12
332797,160103305,"2016-01-21 12:10:35","MVA-INJURY ACCID",45.5262772476467,-122.83960549923,W,"899 158TH/15498 GREENBRIER",12
332897,160103353,"2016-01-21 18:07:00","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"12700 JENKINS/2898 CEDAR HILLS",12
332902,160103355,"2016-01-21 18:12:54","MVA-UNK INJURY",45.5193243950756,-122.80758699114,W,"SUNSET/ EXIT 67 (MURRAY)",12
333012,160103419,"2016-01-22 07:21:05","MVA-INJURY ACCID",45.5207633448564,-122.815846010797,W,"150 MURRAY/13500 MILL CREEK",12
333420,160103665,"2016-01-23 18:02:55","MVA-UNK INJURY",45.519884413314,-122.839591877741,W,"1 158TH/15800 SCHENDEL",12
333751,160103874,"2016-01-25 08:16:43","MVA-UNK INJURY",45.5125228075771,-122.854762554082,W,"17300 BASELINE/998 173RD",12
333912,160103963,"2016-01-25 17:35:36","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"2200 MURRAY/14500 JENKINS",12
334535,160104328,"2016-01-27 19:51:47","MVA-INJURY ACCID",45.512355682868,-122.84764502016,W,"1058 166TH/16600 BASELINE",12
334560,160104344,"2016-01-27 22:21:07","MVA-UNK INJURY",45.5041774717838,-122.78251385489,W,"HWY 217/ TO SUNSET",12
335064,160104648,"2016-01-29 17:44:05","MVA-UNK INJURY",45.5035995629888,-122.811958231773,W,"13100 WALKER/2298 FILMONT",12
335105,160104669,"2016-01-29 20:06:55","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"15800 WALKER/400 158TH",12
335896,160200197,"2016-02-02 07:26:59","MVA-INJURY ACCID",45.527642125231,-122.854726054577,W,"1131 173RD/17300 AUTUMN RIDGE",12
335903,160200202,"2016-02-02 08:10:19","MVA-INJURY ACCID",45.5175986152455,-122.817262503271,W,"13600 LINDA/300 MURRAY",12
336427,160200501,"2016-02-04 06:49:23","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
337024,160200849,"2016-02-06 14:47:21","MVA-INJURY ACCID",45.5057637113913,-122.833703230246,W,"15200 JENKINS/15400 JAY",12
337029,160200848,"2016-02-06 14:46:54","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
337398,160201069,"2016-02-07 20:34:41","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
338486,160201684,"2016-02-11 16:40:13","MVA-INJURY ACCID",45.5227785679657,-122.816599578505,W,"SUNSET/ 67",12
338751,160201838,"2016-02-12 17:34:28","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
338937,160201945,"2016-02-13 12:51:57","MVA-INJURY ACCID",45.5014259532666,-122.805841432276,W,"2600 CEDAR HILLS/12500 WALKER",12
339010,160201995,"2016-02-13 18:07:52","MVA-INJURY ACCID",45.5109856108348,-122.785784578043,W,"CEDAR HILLS ON/ SUNSET",12
339451,160202271,"2016-02-15 13:54:53","MVA-INJURY ACCID",45.5139447143041,-122.793978296083,W,"SUNSET/848 CEDAR HILLS",12
339645,160202396,"2016-02-16 09:30:29","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
340074,160202675,"2016-02-17 21:41:18","MVA-UNK INJURY",45.5241796535047,-122.8106533237,W,"NW 129TH AV & NW DALE AV",12
340168,160202727,"2016-02-18 08:40:16","MVA-INJURY ACCID",45.4989321542011,-122.807328167365,W,"2898 CEDAR HILLS/12700 JENKINS",12
340449,160202894,"2016-02-19 07:37:34","MVA-UNK INJURY",45.5030432835552,-122.811241042057,W,"SW BEECHWOOD AV & SW FILMONT AV",12
340641,160203014,"2016-02-19 17:41:58","MVA-INJURY ACCID",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
342851,160204275,"2016-02-27 22:17:03","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
343648,160300150,"2016-03-01 17:10:03","MVA-UNK INJURY",45.5306028739524,-122.824394743131,W,"1500 143RD/14351 CORNELL",12
343698,160300164,"2016-03-01 18:24:28","MVA-INJURY ACCID",45.5265382151354,-122.822955760436,W,"COLUMBIA SPORTSWEAR EMPLOYEE",12
344510,160300639,"2016-03-04 14:34:15","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
345344,160301103,"2016-03-07 15:12:15","MVA-INJURY ACCID",45.5085325849401,-122.851982508909,W,"1540 MERLO/1598 170TH",12
345973,160301488,"2016-03-09 21:19:01","MVA-UNK INJURY",45.5109856108348,-122.785784578043,W,"CEDAR HILLS ON/ SUNSET",12
346206,160301619,"2016-03-10 15:23:07","MVA-INJURY ACCID",45.5088386361483,-122.779914954699,W,"SUNSET/ BARNES OFF",12
346226,160301630,"2016-03-10 16:27:20","MVA-INJURY ACCID",45.5146261875365,-122.832221450576,W,"698 150TH/15000 WALKER",12
346396,160301728,"2016-03-11 07:03:29","MVA-INJURY ACCID",45.518784536191,-122.852606233293,W,"150 170TH/17000 EMERALD CREEK",12
346462,160301771,"2016-03-11 12:08:56","MVA-UNK INJURY",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
346463,160301772,"2016-03-11 12:10:40","MVA-INJURY ACCID",45.5091288207346,-122.780777309561,W,"SUNSET/ 217 W OF",12
346599,160301840,"2016-03-11 20:56:26","MVA-INJURY ACCID",45.5141395834062,-122.793837866515,W,"838 CEDAR HILLS/ SUNSET",12
346774,160301937,"2016-03-12 14:16:30","MVA-INJURY ACCID",45.5174479320988,-122.79840131845,W,"SW 117TH AV & NW 118TH AV",12
346791,160301949,"2016-03-12 15:49:38","MVA-INJURY ACCID",45.5163264337087,-122.792185546587,W,"400 CEDAR HILLS/11208 BARNES",12
346826,160301969,"2016-03-12 18:51:28","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
346953,160302039,"2016-03-13 09:54:14","MVA-INJURY ACCID",45.5164167549144,-122.80002219046,W,"SUNSET/ 68",12
347046,160302077,"2016-03-13 15:26:54","MVA-INJURY ACCID",45.509780929161,-122.840030267463,W,"1400 158TH/15800 JAY",12
347210,160302186,"2016-03-14 10:52:47","MVA-INJURY ACCID",45.5181459453979,-122.84384479263,W,"16398 SCHENDEL/16200 WALKER",12
347272,160302228,"2016-03-14 14:51:20","MVA-INJURY ACCID",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
348081,160302703,"2016-03-17 11:45:33","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
348088,160302702,"2016-03-17 11:44:39","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
348178,160302763,"2016-03-17 17:17:49","MVA-INJURY ACCID",45.5145927179327,-122.818693129847,W,"700 MURRAY/13800 BUTNER",12
348507,160302954,"2016-03-18 20:45:53","MVA-UNK INJURY",45.5264322887955,-122.814063024146,W,"13450 CORNELL/909 MURRAY",12
348513,160302953,"2016-03-18 20:44:46","MVA-INJURY ACCID",45.518170650466,-122.786795865034,W,"10650 CELESTE/248 VALERIA VIEW",12
348974,160303248,"2016-03-20 14:20:14","MVA-INJURY ACCID",45.5038797591537,-122.82661778209,W,"14500 JENKINS/2200 MURRAY",12
349322,160303468,"2016-03-21 21:48:23","MVA-UNK INJURY",45.5050952472825,-122.815620742872,W,"13500 WALKER/2050 ECOLE",12
349807,160303744,"2016-03-23 16:58:32","MVA-INJURY ACCID",45.5174479320988,-122.79840131845,W,"SW 117TH AV & NW 118TH AV",12
349809,160303738,"2016-03-23 16:43:52","MVA-INJURY ACCID",45.5154961292487,-122.802697334524,W,"SW 121ST PL & DEAD END",12
349818,160303743,"2016-03-23 16:55:18","MVA-INJURY ACCID",45.5170278201524,-122.797182225252,W,"SW BARNES RD & SW SHILO LN",12
350081,160303905,"2016-03-24 16:48:43","MVA-UNK INJURY",45.5193243950756,-122.80758699114,W,"SUNSET/ EXIT 67 (MURRAY)",12
350424,160304110,"2016-03-25 22:38:57","MVA-INJURY ACCID",45.5004133328322,-122.813217565311,W,"2800 HOCKEN/13220 JENKINS",12
350963,160304415,"2016-03-28 01:11:52","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
351153,160304533,"2016-03-28 20:07:46","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
351740,160304889,"2016-03-30 19:08:26","MVA-INJURY ACCID",45.5285034366943,-122.819663374078,W,"SUNSET HIGH SCHOOL",12
352319,160400123,"2016-04-01 17:15:14","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"14100 WALKER/1250 MURRAY",12
352455,160400204,"2016-04-02 07:29:11","MVA-UNK INJURY",45.504440921971,-122.843150428429,W,"SW 158TH AV & SW MERLO CT",12
353127,160400621,"2016-04-04 14:50:00","MVA-INJURY ACCID",45.5163264337087,-122.792185546587,W,"11208 BARNES/400 CEDAR HILLS",12
353401,160400775,"2016-04-05 13:55:15","MVA-INJURY ACCID",45.5000857283986,-122.828479579364,W,"TERMAN-MURRAY/2698 MURRAY",12
353628,160400902,"2016-04-06 10:05:30","MVA-UNK INJURY",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
353717,160400951,"2016-04-06 14:38:31","MVA-UNK INJURY",45.5186598861873,-122.816611077121,W,"150 MURRAY/13598 RITA",12
353786,160400979,"2016-04-06 17:16:54","MVA-INJURY ACCID",45.5115979013326,-122.849010816199,W,"16800 BASELINE/16398 JENKINS",12
354154,160401227,"2016-04-07 18:17:29","MVA-INJURY ACCID",45.5115478174148,-122.82313867548,W,"14198 BUTNER/14126 WALKER",12
354160,160401226,"2016-04-07 18:17:19","MVA-INJURY ACCID",45.5115478174148,-122.82313867548,W,"14198 BUTNER/14126 WALKER",12
354324,160401327,"2016-04-08 07:43:20","MVA-INJURY ACCID",45.504440921971,-122.843150428429,W,"SW 158TH AV & SW MERLO CT",12
355199,160401864,"2016-04-11 10:45:32","MVA-UNK INJURY",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
355202,160401863,"2016-04-11 10:44:37","MVA-INJURY ACCID",45.5105984984243,-122.822186660569,W,"1250 MURRAY/14100 WALKER",12
355250,160401888,"2016-04-11 13:17:54","MVA-INJURY ACCID",45.5207633448564,-122.815846010797,W,"150 MURRAY/13500 MILL CREEK",12
355705,160402152,"2016-04-13 04:01:32","MVA-INJURY ACCID",45.5053020310019,-122.851899449459,W,"16998 MERLO/2000 170TH",12
355837,160402239,"2016-04-13 15:43:47","MVA-UNK INJURY",45.5219249513371,-122.853204756469,W,"17100 WALKER/301 170TH",12
356052,160402370,"2016-04-14 09:50:14","MVA-UNK INJURY",45.5221666345454,-122.815786151459,W,"398 MURRAY/ SUNSET",12
356196,160402453,"2016-04-14 18:03:44","MVA-INJURY ACCID",45.5141395834062,-122.793837866515,W,"838 CEDAR HILLS/ SUNSET",12
356732,160402782,"2016-04-16 16:38:16","MVA-INJURY ACCID",45.5259983833887,-122.804114795029,W,"12310 CORNELL/901 123RD",12
357771,160403437,"2016-04-20 07:35:39","MVA-UNK INJURY",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
359507,160404483,"2016-04-26 15:37:32","MVA-INJURY ACCID",45.5167698406227,-122.839607955195,W,"400 158TH/15800 WALKER",12
359539,160404506,"2016-04-26 17:22:35","MVA-INJURY ACCID",45.5156884553354,-122.83584788917,W,"15400 GREYSTONE/15398 WALKER",12
359820,160404676,"2016-04-27 16:48:52","MVA-INJURY ACCID",45.5193243950756,-122.80758699114,W,"SUNSET/ EXIT 67 (MURRAY)",12
360678,160405184,"2016-04-30 19:28:39","MVA-INJURY ACCID",45.5283887430941,-122.838049051796,W,"SWEET TOMATOES (WATERHOUS)",12
361803,160500647,"2016-05-04 12:12:31","MVA-UNK INJURY",45.5014259532666,-122.805841432276,W,"2600 CEDAR HILLS/12500 WALKER",12
361883,160500692,"2016-05-04 17:17:13","MVA-INJURY ACCID",45.5224501144846,-122.815743068096,W,"SUNSET/411 MURRAY",12
362689,160501172,"2016-05-07 09:19:22","MVA-INJURY ACCID",45.524538010531,-122.839588474938,W,"651 158TH/15800 BLUERIDGE",12
363132,160501444,"2016-05-08 17:08:13","MVA-UNK INJURY",45.5142718450666,-122.84396978498,W,"SW WATERLEAF ST & SW 163RD AV",12
363583,160501692,"2016-05-10 08:57:43","MVA-INJURY ACCID",45.524538010531,-122.839588474938,W,"15800 BLUERIDGE/651 158TH",12
